marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range
Honda,Civic,7615,7579,37,1989.0,2025.0,6000.0,182500.0,845000.0,14700.0,1000000.0,2450000.0,0.4764,-0.949,7579,brand_model,theil_sen,"arabam=5539, kaggle=2076",5539,2076,True,True,LOW,0,7579 gercek egitim kaydi (ham: 7615). fiyat araligi cok genis (max/min=166.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=5539).,True,,1989-2025,"6,000-845,000","14,700-2,450,000"
Ford,Focus,8452,8441,27,1999.0,2025.0,6000.0,208000.0,850000.0,172999.0,790000.0,2330000.0,0.4516,-0.9208,8441,brand_model,theil_sen,"arabam=7018, kaggle=1434",7018,1434,True,True,LOW,0,8441 gercek egitim kaydi (ham: 8452). fiyat araligi cok genis (max/min=13.5x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=7018).,True,,1999-2025,"6,000-850,000","172,999-2,330,000"
Toyota,Corolla,8621,8618,38,1988.0,2026.0,0.0,172000.0,890000.0,120000.0,925000.0,2505000.0,0.4928,-0.9533,8618,brand_model,theil_sen,"arabam=6628, kaggle=1993",6628,1993,True,True,LOW,0,8618 gercek egitim kaydi (ham: 8621). fiyat araligi cok genis (max/min=20.9x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=6628).,True,,1988-2026,"0-890,000","120,000-2,505,000"
Fiat,Egea,8851,8791,12,2015.0,2026.0,6000.0,105781.0,990000.0,222222.0,855000.0,1485000.0,0.2045,-0.6327,8791,brand_model,theil_sen,"arabam=7728, kaggle=1123",7728,1123,True,True,LOW,0,8791 gercek egitim kaydi (ham: 8851). fiyat araligi cok genis (max/min=6.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=7728).,True,,2015-2026,"6,000-990,000","222,222-1,485,000"
Opel,Astra,9200,9175,34,1992.0,2025.0,6001.0,205000.0,930000.0,72000.0,635000.0,1850000.0,0.4232,-0.909,9175,brand_model,theil_sen,"arabam=7880, kaggle=1320",7880,1320,True,True,LOW,0,9175 gercek egitim kaydi (ham: 9200). fiyat araligi cok genis (max/min=25.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=7880).,True,,1992-2025,"6,001-930,000","72,000-1,850,000"
Renault,Megane,9472,9368,30,1996.0,2026.0,8.0,185000.0,850000.0,90000.0,950000.0,1975000.0,0.503,-0.9542,9368,brand_model,theil_sen,"arabam=8616, kaggle=856",8616,856,True,True,LOW,0,9368 gercek egitim kaydi (ham: 9472). fiyat araligi cok genis (max/min=21.9x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=8616).,True,,1996-2026,"8-850,000","90,000-1,975,000"
Renault,Clio,10424,10420,32,1991.0,2026.0,6000.0,161000.0,795000.0,80000.0,730000.0,1905000.0,0.475,-0.9395,10420,brand_model,theil_sen,"arabam=9478, kaggle=946",9478,946,True,True,LOW,0,10420 gercek egitim kaydi (ham: 10424). fiyat araligi cok genis (max/min=23.8x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=9478).,True,,1991-2026,"6,000-795,000","80,000-1,905,000"
MG,ZS EV,20,20,4,2020.0,2023.0,6850.0,66000.0,108000.0,1150000.0,1280000.0,1749000.0,0.133,-0.7892,20,brand_model,theil_sen,arabam=20,20,0,True,False,NONE,0,20 gercek kayit var; sentetik veri gerekli degil..,True,,2020-2023,"6,850-108,000","1,150,000-1,749,000"
Lada,Kalina,25,21,3,2007.0,2009.0,78120.0,183000.0,304000.0,125000.0,245000.0,285000.0,0.1515,-0.0655,21,brand_model,median,"arabam=11, kaggle=14",11,14,True,False,NONE,0,21 gercek kayit var; sentetik veri gerekli degil..,True,,2007-2009,"78,120-304,000","125,000-285,000"
Peugeot,206 Van,21,21,5,2004.0,2008.0,213000.0,343000.0,465000.0,110000.0,225000.0,315000.0,0.2122,0.0177,21,brand_model,theil_sen,arabam=21,21,0,True,False,NONE,0,21 gercek kayit var; sentetik veri gerekli degil..,True,,2004-2008,"213,000-465,000","110,000-315,000"
Volvo,V50,21,21,6,2005.0,2011.0,172000.0,281000.0,420000.0,400000.0,675000.0,920000.0,0.1949,-0.3573,21,brand_model,theil_sen,"arabam=11, kaggle=10",11,10,True,False,NONE,0,21 gercek kayit var; sentetik veri gerekli degil..,True,,2005-2011,"172,000-420,000","400,000-920,000"
Alfa Romeo,MiTo,22,22,6,2009.0,2014.0,93000.0,184500.0,298000.0,400000.0,617500.0,890000.0,0.1953,-0.544,22,brand_model,theil_sen,"arabam=12, kaggle=10",12,10,True,False,NONE,0,22 gercek kayit var; sentetik veri gerekli degil..,True,,2009-2014,"93,000-298,000","400,000-890,000"
Kia,EV6,25,22,3,2022.0,2025.0,6100.0,22875.0,77000.0,1995000.0,2262500.0,2730000.0,0.0666,0.4455,22,brand_model,theil_sen,arabam=25,25,0,True,False,NONE,0,22 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2025,"6,100-77,000","1,995,000-2,730,000"
Suzuki,Splash,22,22,4,2010.0,2013.0,57000.0,128780.0,267000.0,315000.0,528500.0,824900.0,0.2511,-0.5623,22,brand_model,theil_sen,"arabam=10, kaggle=12",10,12,True,False,NONE,0,22 gercek kayit var; sentetik veri gerekli degil..,True,,2010-2013,"57,000-267,000","315,000-824,900"
Alfa Romeo,Junior Ibrida,23,23,3,2024.0,2026.0,6001.0,14019.0,48000.0,1785000.0,1889000.0,2190000.0,0.063,-0.1931,23,brand_model,theil_sen,arabam=23,23,0,True,False,NONE,0,23 gercek kayit var; sentetik veri gerekli degil..,True,,2024-2026,"6,001-48,000","1,785,000-2,190,000"
Jaguar,F-Pace,23,23,6,2016.0,2023.0,35168.0,136000.0,241000.0,1700000.0,2550000.0,5050000.0,0.2923,-0.7887,23,brand_model,theil_sen,arabam=23,23,0,True,False,NONE,0,23 gercek kayit var; sentetik veri gerekli degil..,True,,2016-2023,"35,168-241,000","1,700,000-5,050,000"
Jeep,Avenger Hybrid,23,23,3,2024.0,2026.0,6001.0,11000.0,33573.0,1695000.0,1910000.0,2965000.0,0.1337,-0.7317,23,brand_model,theil_sen,arabam=23,23,0,True,False,NONE,0,23 gercek kayit var; sentetik veri gerekli degil..,True,,2024-2026,"6,001-33,573","1,695,000-2,965,000"
Mazda,B2500,23,23,9,1997.0,2007.0,190000.0,330000.0,467000.0,230000.0,368000.0,670000.0,0.2797,-0.5402,23,brand_model,theil_sen,arabam=23,23,0,True,False,NONE,0,23 gercek kayit var; sentetik veri gerekli degil..,True,,1997-2007,"190,000-467,000","230,000-670,000"
Volvo,C30,23,23,6,2007.0,2012.0,124000.0,242000.0,405000.0,380000.0,555000.0,950000.0,0.2767,-0.681,23,brand_model,theil_sen,"arabam=10, kaggle=13",10,13,True,False,NONE,0,23 gercek kayit var; sentetik veri gerekli degil..,True,,2007-2012,"124,000-405,000","380,000-950,000"
DS Automobiles,DS3,24,24,5,2010.0,2015.0,84000.0,150000.0,233000.0,419000.0,657500.0,1200000.0,0.2249,-0.3645,24,brand_model,theil_sen,"arabam=17, kaggle=7",17,7,True,False,NONE,0,24 gercek kayit var; sentetik veri gerekli degil..,True,,2010-2015,"84,000-233,000","419,000-1,200,000"
DS Automobiles,DS5,24,24,5,2012.0,2017.0,71000.0,259000.0,925000.0,650000.0,895000.0,1350000.0,0.1787,-0.6533,24,brand_model,theil_sen,"arabam=17, kaggle=7",17,7,True,False,NONE,0,24 gercek kayit var; sentetik veri gerekli degil..,True,,2012-2017,"71,000-925,000","650,000-1,350,000"
Dodge,Nitro,24,24,4,2007.0,2010.0,156000.0,231500.0,469000.0,640000.0,914000.0,1199999.0,0.1579,0.0109,24,brand_model,theil_sen,arabam=24,24,0,True,False,NONE,0,24 gercek kayit var; sentetik veri gerekli degil..,True,,2007-2010,"156,000-469,000","640,000-1,199,999"
Kia,Soul,24,24,6,2011.0,2017.0,35750.0,136450.0,340000.0,675000.0,1095950.0,1370000.0,0.1514,-0.7422,24,brand_model,theil_sen,arabam=24,24,0,True,False,NONE,0,24 gercek kayit var; sentetik veri gerekli degil..,True,,2011-2017,"35,750-340,000","675,000-1,370,000"
Hyundai,i20 N,26,25,3,2022.0,2024.0,13000.0,37000.0,96500.0,1400000.0,1915000.0,2150000.0,0.0963,-0.4851,25,brand_model,theil_sen,"arabam=21, kaggle=5",21,5,True,False,NONE,0,25 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2024,"13,000-96,500","1,400,000-2,150,000"
Geely,FC,27,26,3,2010.0,2012.0,52000.0,181500.0,304000.0,200000.0,272000.0,440000.0,0.2056,-0.4404,26,brand_model,theil_sen,"arabam=18, kaggle=9",18,9,True,False,NONE,0,26 gercek kayit var; sentetik veri gerekli degil..,True,,2010-2012,"52,000-304,000","200,000-440,000"
Mazda,CX-3,26,26,4,2015.0,2018.0,43500.0,119000.0,221000.0,1070000.0,1265000.0,1448000.0,0.0726,-0.5007,26,brand_model,theil_sen,arabam=26,26,0,True,False,NONE,0,26 gercek kayit var; sentetik veri gerekli degil..,True,,2015-2018,"43,500-221,000","1,070,000-1,448,000"
Opel,Corsa Van,26,26,6,2003.0,2008.0,194750.0,321000.0,580000.0,184999.0,249999.5,335000.0,0.1594,-0.179,26,brand_model,theil_sen,arabam=26,26,0,True,False,NONE,0,26 gercek kayit var; sentetik veri gerekli degil..,True,,2003-2008,"194,750-580,000","184,999-335,000"
BMW,X2,27,27,6,2018.0,2024.0,14000.0,73000.0,209000.0,1545000.0,2230000.0,4150000.0,0.2857,-0.893,27,brand_model,theil_sen,arabam=27,27,0,True,False,NONE,0,27 gercek kayit var; sentetik veri gerekli degil..,True,,2018-2024,"14,000-209,000","1,545,000-4,150,000"
Daihatsu,Cuore,27,27,7,1992.0,2007.0,6000.0,172000.0,374000.0,135000.0,275000.0,379000.0,0.2594,-0.6172,27,brand_model,theil_sen,"arabam=14, kaggle=13",14,13,True,False,NONE,0,27 gercek kayit var; sentetik veri gerekli degil..,True,,1992-2007,"6,000-374,000","135,000-379,000"
Rover,414,27,27,3,1996.0,1999.0,88000.0,257000.0,400000.0,120000.0,210000.0,315000.0,0.2759,-0.2745,27,brand_model,theil_sen,"arabam=13, kaggle=14",13,14,True,False,NONE,0,27 gercek kayit var; sentetik veri gerekli degil..,True,,1996-1999,"88,000-400,000","120,000-315,000"
Saab,9-3,28,27,12,1998.0,2009.0,172500.0,265000.0,462000.0,325000.0,565000.0,900000.0,0.2751,-0.3749,27,brand_model,theil_sen,"arabam=16, kaggle=12",16,12,True,False,NONE,0,27 gercek kayit var; sentetik veri gerekli degil..,True,,1998-2009,"172,500-462,000","325,000-900,000"
Mercedes - Benz,GL,28,28,9,2007.0,2015.0,130000.0,278500.0,490000.0,1590000.0,2899450.0,4500000.0,0.3106,-0.8716,28,brand_model,theil_sen,arabam=28,28,0,True,False,NONE,0,28 gercek kayit var; sentetik veri gerekli degil..,True,,2007-2015,"130,000-490,000","1,590,000-4,500,000"
Toyota,Yaris Cross,28,28,4,2022.0,2025.0,6030.0,42000.0,95000.0,1619000.0,1857500.0,2230000.0,0.0842,-0.708,28,brand_model,theil_sen,arabam=28,28,0,True,False,NONE,0,28 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2025,"6,030-95,000","1,619,000-2,230,000"
Volkswagen,Tiguan All Space,30,28,7,2017.0,2023.0,13180.0,79500.0,193000.0,1575000.0,2195000.0,2890000.0,0.1706,-0.8778,28,brand_model,theil_sen,arabam=30,30,0,True,False,NONE,0,28 gercek kayit var; sentetik veri gerekli degil..,True,,2017-2023,"13,180-193,000","1,575,000-2,890,000"
Fiat,Freemont,29,29,3,2012.0,2014.0,145496.0,215000.0,356000.0,750000.0,1000000.0,1200000.0,0.1454,-0.5238,29,brand_model,theil_sen,arabam=29,29,0,True,False,NONE,0,29 gercek kayit var; sentetik veri gerekli degil..,True,,2012-2014,"145,496-356,000","750,000-1,200,000"
Opel,Mokka-e,30,29,3,2022.0,2024.0,10000.0,34000.0,82000.0,889000.0,1410000.0,1525000.0,0.083,0.1736,29,brand_model,theil_sen,arabam=30,30,0,True,False,NONE,0,29 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2024,"10,000-82,000","889,000-1,525,000"
Alfa Romeo,146,31,31,6,1996.0,2001.0,131000.0,272000.0,450000.0,90000.0,180000.0,267000.0,0.2672,-0.1922,31,brand_model,theil_sen,"arabam=15, kaggle=16",15,16,True,False,NONE,0,31 gercek kayit var; sentetik veri gerekli degil..,True,,1996-2001,"131,000-450,000","90,000-267,000"
Tata,Vista,32,31,3,2011.0,2014.0,100000.0,195000.0,291600.0,175000.0,275000.0,335000.0,0.1338,-0.2256,31,brand_model,theil_sen,"arabam=17, kaggle=15",17,15,True,False,NONE,0,31 gercek kayit var; sentetik veri gerekli degil..,True,,2011-2014,"100,000-291,600","175,000-335,000"
Lancia,Ypsilon,32,32,5,2007.0,2014.0,16000.0,160500.0,323000.0,250000.0,462500.0,655000.0,0.1961,-0.6492,32,brand_model,theil_sen,"arabam=14, kaggle=18",14,18,True,False,NONE,0,32 gercek kayit var; sentetik veri gerekli degil..,True,,2007-2014,"16,000-323,000","250,000-655,000"
Ssangyong,Actyon Sports,32,32,4,2008.0,2011.0,6000.0,220450.0,360000.0,280000.0,487500.0,750000.0,0.1882,-0.3498,32,brand_model,theil_sen,arabam=32,32,0,True,False,NONE,0,32 gercek kayit var; sentetik veri gerekli degil..,True,,2008-2011,"6,000-360,000","280,000-750,000"
DS Automobiles,DS9,33,33,3,2021.0,2023.0,6050.0,62000.0,141506.0,1785000.0,2240000.0,3139950.0,0.1594,-0.7714,33,brand_model,theil_sen,"arabam=21, kaggle=12",21,12,True,False,NONE,0,33 gercek kayit var; sentetik veri gerekli degil..,True,,2021-2023,"6,050-141,506","1,785,000-3,139,950"
Peugeot,e-3008,44,33,4,2018.0,2026.0,6001.0,21700.0,155185.0,1625000.0,2075000.0,2350000.0,0.0673,-0.6522,33,brand_model,theil_sen,arabam=44,44,0,True,False,NONE,0,33 gercek kayit var; sentetik veri gerekli degil..,True,,2018-2026,"6,001-155,185","1,625,000-2,350,000"
Citroen,C3 Picasso,34,34,5,2009.0,2013.0,81000.0,177000.0,325000.0,380000.0,562500.0,799000.0,0.2031,-0.5378,34,brand_model,theil_sen,"arabam=24, kaggle=10",24,10,True,False,NONE,0,34 gercek kayit var; sentetik veri gerekli degil..,True,,2009-2013,"81,000-325,000","380,000-799,000"
Fiat,Idea,34,34,5,2005.0,2011.0,109800.0,246000.0,420000.0,240000.0,350000.0,500000.0,0.1749,-0.4854,34,brand_model,theil_sen,"arabam=26, kaggle=8",26,8,True,False,NONE,0,34 gercek kayit var; sentetik veri gerekli degil..,True,,2005-2011,"109,800-420,000","240,000-500,000"
Jaguar,XE,35,35,5,2015.0,2020.0,89000.0,197500.0,323500.0,1195000.0,1525000.0,3530000.0,0.2575,-0.825,35,brand_model,theil_sen,"arabam=18, kaggle=17",18,17,True,False,NONE,0,35 gercek kayit var; sentetik veri gerekli degil..,True,,2015-2020,"89,000-323,500","1,195,000-3,530,000"
Geely,Echo,37,37,3,2009.0,2011.0,99400.0,165000.0,254000.0,159999.0,240000.0,320000.0,0.1638,-0.1736,37,brand_model,theil_sen,"arabam=18, kaggle=19",18,19,True,False,NONE,0,37 gercek kayit var; sentetik veri gerekli degil..,True,,2009-2011,"99,400-254,000","159,999-320,000"
Opel,Antara,37,37,5,2007.0,2011.0,75000.0,232000.0,400000.0,570000.0,710000.0,980000.0,0.1492,-0.5148,37,brand_model,theil_sen,arabam=37,37,0,True,False,NONE,0,37 gercek kayit var; sentetik veri gerekli degil..,True,,2007-2011,"75,000-400,000","570,000-980,000"
Hyundai,Staria,39,38,4,2022.0,2025.0,6001.0,63250.0,186000.0,1395000.0,1883975.0,2450000.0,0.1534,-0.6195,38,brand_model,theil_sen,arabam=39,39,0,True,False,NONE,0,38 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2025,"6,001-186,000","1,395,000-2,450,000"
Kia,EV3,43,40,3,2024.0,2026.0,0.0,25500.0,84000.0,1870000.0,2160000.0,2750000.0,0.1182,-0.5085,40,brand_model,theil_sen,arabam=43,43,0,True,False,NONE,0,40 gercek kayit var; sentetik veri gerekli degil..,True,,2024-2026,"0-84,000","1,870,000-2,750,000"
Rover,416,40,40,4,1996.0,1999.0,150000.0,281000.0,400500.0,105000.0,210249.5,290000.0,0.2191,0.1832,40,brand_model,theil_sen,"arabam=14, kaggle=26",14,26,True,False,NONE,0,40 gercek kayit var; sentetik veri gerekli degil..,True,,1996-1999,"150,000-400,500","105,000-290,000"
Ford,Fiesta Van,41,41,5,2005.0,2009.0,416.0,330000.0,570000.0,165000.0,235000.0,340000.0,0.1751,-0.4013,41,brand_model,theil_sen,arabam=41,41,0,True,False,NONE,0,41 gercek kayit var; sentetik veri gerekli degil..,True,,2005-2009,"416-570,000","165,000-340,000"
Kia,Venga,41,41,3,2010.0,2012.0,102000.0,227700.0,380000.0,280000.0,495000.0,825000.0,0.207,0.0836,41,brand_model,theil_sen,"arabam=12, kaggle=29",12,29,True,False,NONE,0,41 gercek kayit var; sentetik veri gerekli degil..,True,,2010-2012,"102,000-380,000","280,000-825,000"
Suzuki,S-Cross,42,41,5,2013.0,2025.0,7580.0,35000.0,234000.0,929000.0,1774000.0,1975000.0,0.105,-0.8613,41,brand_model,theil_sen,arabam=42,42,0,True,False,NONE,0,41 gercek kayit var; sentetik veri gerekli degil..,True,,2013-2025,"7,580-234,000","929,000-1,975,000"
Volkswagen,Touran,42,42,9,2003.0,2011.0,160000.0,268500.0,470000.0,439000.0,585000.0,1025000.0,0.1915,-0.6009,42,brand_model,theil_sen,"arabam=35, kaggle=7",35,7,True,False,NONE,0,42 gercek kayit var; sentetik veri gerekli degil..,True,,2003-2011,"160,000-470,000","439,000-1,025,000"
Hyundai,i20 Active,43,43,6,2016.0,2023.0,18000.0,108000.0,243000.0,775000.0,1045000.0,1500000.0,0.1353,-0.5681,43,brand_model,theil_sen,"arabam=38, kaggle=5",38,5,True,False,NONE,0,43 gercek kayit var; sentetik veri gerekli degil..,True,,2016-2023,"18,000-243,000","775,000-1,500,000"
Nissan,Qashqai+2,44,44,4,2010.0,2013.0,89000.0,215000.0,368000.0,645000.0,920000.0,1499000.0,0.1453,0.0004,44,brand_model,theil_sen,arabam=44,44,0,True,False,NONE,0,44 gercek kayit var; sentetik veri gerekli degil..,True,,2010-2013,"89,000-368,000","645,000-1,499,000"
Ssangyong,Kyron,44,44,4,2008.0,2011.0,75000.0,259500.0,468000.0,405000.0,642500.0,945000.0,0.1853,-0.296,44,brand_model,theil_sen,arabam=44,44,0,True,False,NONE,0,44 gercek kayit var; sentetik veri gerekli degil..,True,,2008-2011,"75,000-468,000","405,000-945,000"
Volkswagen,MultiVan,46,44,5,2003.0,2007.0,400.0,347250.0,478000.0,280000.0,522500.0,725000.0,0.2118,-0.1127,44,brand_model,theil_sen,arabam=46,46,0,True,False,NONE,0,44 gercek kayit var; sentetik veri gerekli degil..,True,,2003-2007,"400-478,000","280,000-725,000"
Opel,Zafira Life,62,45,5,2021.0,2025.0,0.0,44000.0,227437.0,1030000.0,1550000.0,1850000.0,0.1264,-0.7309,45,brand_model,theil_sen,arabam=62,62,0,True,False,NONE,0,45 gercek kayit var; sentetik veri gerekli degil..,True,,2021-2025,"0-227,437","1,030,000-1,850,000"
Volvo,EX40,45,45,3,2024.0,2026.0,6001.0,15000.0,52000.0,2189000.0,2880000.0,3525000.0,0.1332,0.1534,45,brand_model,theil_sen,arabam=45,45,0,True,False,NONE,0,45 gercek kayit var; sentetik veri gerekli degil..,True,,2024-2026,"6,001-52,000","2,189,000-3,525,000"
Citroen,e-C4,47,47,5,2022.0,2026.0,6001.0,24500.0,105000.0,1150000.0,1449000.0,1899000.0,0.1372,-0.8671,47,brand_model,theil_sen,"arabam=34, kaggle=13",34,13,True,False,NONE,0,47 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2026,"6,001-105,000","1,150,000-1,899,000"
Mercedes - Benz,GLK,47,47,7,2009.0,2015.0,47000.0,234000.0,475000.0,1225000.0,1820000.0,2750000.0,0.2007,-0.5553,47,brand_model,theil_sen,arabam=47,47,0,True,False,NONE,0,47 gercek kayit var; sentetik veri gerekli degil..,True,,2009-2015,"47,000-475,000","1,225,000-2,750,000"
Mini,One,47,47,10,2002.0,2013.0,37000.0,204000.0,315000.0,347500.0,620000.0,999750.0,0.272,-0.7798,47,brand_model,theil_sen,"arabam=30, kaggle=17",30,17,True,False,NONE,0,47 gercek kayit var; sentetik veri gerekli degil..,True,,2002-2013,"37,000-315,000","347,500-999,750"
Peugeot,e-2008,48,47,6,2018.0,2026.0,6000.0,26500.0,88000.0,1285000.0,1650000.0,1965000.0,0.0825,-0.6817,47,brand_model,theil_sen,arabam=48,48,0,True,False,NONE,0,47 gercek kayit var; sentetik veri gerekli degil..,True,,2018-2026,"6,000-88,000","1,285,000-1,965,000"
Alfa Romeo,159,48,48,5,2006.0,2010.0,148000.0,277500.0,375000.0,399999.0,622500.0,900000.0,0.1821,-0.5741,48,brand_model,theil_sen,"arabam=21, kaggle=27",21,27,True,False,NONE,0,48 gercek kayit var; sentetik veri gerekli degil..,True,,2006-2010,"148,000-375,000","399,999-900,000"
Daihatsu,Sirion,48,48,7,2003.0,2009.0,56000.0,222500.0,385000.0,229500.0,318925.0,650000.0,0.2861,-0.3861,48,brand_model,theil_sen,"arabam=29, kaggle=19",29,19,True,False,NONE,0,48 gercek kayit var; sentetik veri gerekli degil..,True,,2003-2009,"56,000-385,000","229,500-650,000"
Geely,Familia,48,48,3,2009.0,2011.0,38800.0,184100.0,385000.0,135000.0,248500.0,395000.0,0.1901,-0.313,48,brand_model,theil_sen,"arabam=18, kaggle=30",18,30,True,False,NONE,0,48 gercek kayit var; sentetik veri gerekli degil..,True,,2009-2011,"38,800-385,000","135,000-395,000"
Kia,XCeed,48,48,7,2019.0,2026.0,6001.0,30250.0,184000.0,1355000.0,1857499.5,2200000.0,0.1147,-0.6921,48,brand_model,theil_sen,arabam=48,48,0,True,False,NONE,0,48 gercek kayit var; sentetik veri gerekli degil..,True,,2019-2026,"6,001-184,000","1,355,000-2,200,000"
Ssangyong,Korando Sports,49,49,6,2012.0,2017.0,25000.0,219000.0,400000.0,435000.0,660000.0,1255000.0,0.2573,-0.5401,49,brand_model,theil_sen,arabam=49,49,0,True,False,NONE,0,49 gercek kayit var; sentetik veri gerekli degil..,True,,2012-2017,"25,000-400,000","435,000-1,255,000"
Volkswagen,ID.4,49,49,4,2022.0,2025.0,6001.0,18000.0,81000.0,1770000.0,1969000.0,2550000.0,0.0771,0.1575,49,brand_model,theil_sen,arabam=49,49,0,True,False,NONE,0,49 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2025,"6,001-81,000","1,770,000-2,550,000"
Chery,Kimo,51,51,4,2009.0,2012.0,60250.0,137000.0,285500.0,153000.0,310000.0,450000.0,0.1793,-0.4152,51,brand_model,theil_sen,"arabam=30, kaggle=21",30,21,True,False,NONE,0,51 gercek kayit var; sentetik veri gerekli degil..,True,,2009-2012,"60,250-285,500","153,000-450,000"
Renault,Grand Scenic,51,51,7,2007.0,2013.0,117000.0,246350.0,450000.0,400000.0,660000.0,1090000.0,0.2255,-0.6625,51,brand_model,theil_sen,"arabam=47, kaggle=4",47,4,True,False,NONE,0,51 gercek kayit var; sentetik veri gerekli degil..,True,,2007-2013,"117,000-450,000","400,000-1,090,000"
Hyundai,Ioniq 6,53,52,4,2017.0,2025.0,6000.0,26618.0,122000.0,1120000.0,1977000.0,2250000.0,0.1029,-0.6937,52,brand_model,theil_sen,arabam=53,53,0,True,False,NONE,0,52 gercek kayit var; sentetik veri gerekli degil..,True,,2017-2025,"6,000-122,000","1,120,000-2,250,000"
Proton,415,52,52,3,1998.0,2000.0,78000.0,250000.0,495000.0,110000.0,182250.0,275000.0,0.2344,-0.1026,52,brand_model,theil_sen,"arabam=26, kaggle=26",26,26,True,False,NONE,0,52 gercek kayit var; sentetik veri gerekli degil..,True,,1998-2000,"78,000-495,000","110,000-275,000"
Lancia,Delta,53,53,5,2009.0,2013.0,119999.0,216000.0,320000.0,310000.0,580750.0,780000.0,0.1665,-0.4133,53,brand_model,theil_sen,"arabam=22, kaggle=31",22,31,True,False,NONE,0,53 gercek kayit var; sentetik veri gerekli degil..,True,,2009-2013,"119,999-320,000","310,000-780,000"
Alfa Romeo,Tonale,56,55,4,2022.0,2025.0,6005.0,50411.0,140000.0,1630000.0,1975000.0,2790000.0,0.1101,-0.6078,55,brand_model,theil_sen,arabam=56,56,0,True,False,NONE,0,55 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2025,"6,005-140,000","1,630,000-2,790,000"
Mini,Countryman E,55,55,3,2024.0,2026.0,6001.0,20000.0,54000.0,2175000.0,2365950.0,2950000.0,0.0662,-0.6506,55,brand_model,theil_sen,arabam=55,55,0,True,False,NONE,0,55 gercek kayit var; sentetik veri gerekli degil..,True,,2024-2026,"6,001-54,000","2,175,000-2,950,000"
Mitsubishi,ASX,55,55,7,2011.0,2017.0,71000.0,192000.0,382000.0,600000.0,840000.0,1350000.0,0.2056,-0.7167,55,brand_model,theil_sen,arabam=55,55,0,True,False,NONE,0,55 gercek kayit var; sentetik veri gerekli degil..,True,,2011-2017,"71,000-382,000","600,000-1,350,000"
Volkswagen,Arteon,55,55,3,2017.0,2019.0,65000.0,173000.0,297000.0,1375000.0,1975000.0,2499999.0,0.1338,-0.2981,55,brand_model,theil_sen,"arabam=44, kaggle=11",44,11,True,False,NONE,0,55 gercek kayit var; sentetik veri gerekli degil..,True,,2017-2019,"65,000-297,000","1,375,000-2,499,999"
Chevrolet,Rezzo,58,58,5,2004.0,2008.0,113000.0,239500.0,505000.0,180000.0,310000.0,450000.0,0.1593,-0.1535,58,brand_model,theil_sen,"arabam=30, kaggle=28",30,28,True,False,NONE,0,58 gercek kayit var; sentetik veri gerekli degil..,True,,2004-2008,"113,000-505,000","180,000-450,000"
Citroen,C2,59,59,6,2004.0,2009.0,101000.0,248000.0,600000.0,199000.0,315000.0,450000.0,0.1958,-0.2564,59,brand_model,theil_sen,"arabam=42, kaggle=17",42,17,True,False,NONE,0,59 gercek kayit var; sentetik veri gerekli degil..,True,,2004-2009,"101,000-600,000","199,000-450,000"
BYD,Atto 3 EV,60,60,3,2023.0,2025.0,6000.0,20717.5,73000.0,1625000.0,1927500.0,2550000.0,0.0846,-0.6623,60,brand_model,theil_sen,arabam=60,60,0,True,False,NONE,0,60 gercek kayit var; sentetik veri gerekli degil..,True,,2023-2025,"6,000-73,000","1,625,000-2,550,000"
Opel,Corsa-e,60,60,4,2022.0,2025.0,6001.0,29750.0,85000.0,1040000.0,1294975.0,1665000.0,0.1029,-0.4268,60,brand_model,theil_sen,"arabam=49, kaggle=11",49,11,True,False,NONE,0,60 gercek kayit var; sentetik veri gerekli degil..,True,,2022-2025,"6,001-85,000","1,040,000-1,665,000"
